"","Is.Non.Annual.","FRP.Active","CRM.Segment","School.Type","MDR.Low.Grade","MDR.High.Grade","Total.School.Enrollment","School.Sponsor","SPR.New.Existing","DepartureMonth","SingleGradeTripFlag","FPP.to.School.enrollment","SchoolSizeIndicator","Retained.in.2012.","NPS.2011","NPS.2008"
"1389","0",13,"6","PUBLIC",8,8,765,"0","NEW","May","0",563,"M-L","0",10,9.28
"1390","0",0,"7","PUBLIC",8,12,380,"0","NEW","May","0",233,"S-M","0",8.7,8.82
"1391","0",7,"7","Private non-Christian",1,8.68,106,"0","EXISTING","May","0",1474,"S","1",10,9.38
"1392","0",7,"10","PUBLIC",7,7,885,"0","EXISTING","May","0",386,"L","1",9.96,9.7
"1393","0",27,"10","PUBLIC",9,8,150,"0","EXISTING","May","1",1846,"S","1",10,10
"1394","1",9,"10","PUBLIC",8,8,655,"0","EXISTING","May","0",516,"M-L","1",10,9.33
"1395","0",17,"4","PUBLIC",12,5,690,"0","EXISTING","May","1",837,"M-L","1",10,10
"1397","0",46,"10","PUBLIC",9,9,558,"0","NEW","May","0",1687,"S-M","0",8,8.57
"1398","0",6,"10","PUBLIC",8,8,538,"0","EXISTING","May","1",453,"S-M","1",10,10
"1399","0",29,"10","PUBLIC",8,8,525,"0","EXISTING","May","1",1479,"S-M","1",10,10
"1400","0",20,"10","PUBLIC",8,8,515,"0","EXISTING","May","1",1195,"S-M","1",10,10
"1402","0",31,"5","Catholic",9,12,272,"0","EXISTING","May","0",1732,"S","1",9,9.21
"1405","0",31,"10","PUBLIC",8,8,550,"0","EXISTING","May","1",1337,"S-M","1",10,10
"1406","0",19,"10","PUBLIC",8,8,359,"0","EXISTING","May","1",1568,"S-M","1",8,10
"1407","0",8,"10","PUBLIC",13,12,140,"0","NEW","May","0",1465,"S","0",9,9.08
"1408","0",18,"3","PUBLIC",8,12,508,"0","EXISTING","May","1",1046,"S-M","1",10,9.57
"1409","0",2,"5","PUBLIC",12,8,1025,"0","EXISTING","May","1",40,"L","1",10,10
"1410","0",1,"5","PUBLIC",8,8,95,"0","EXISTING","May","0",719,"S","1",10,9.25
"1411","0",33,"10","PUBLIC",10,9,510,"0","EXISTING","May","1",1338,"S-M","1",8,9.66
"1413","0",14,"8","PUBLIC",11,12,184,"0","NEW","May","1",1612,"S","0",9.35,9.32
"1414","0",28,"10","PUBLIC",9,8,270,"0","EXISTING","May","1",1775,"S","1",9,9.25
"1416","1",28,"10","PUBLIC",8,8,275,"0","EXISTING","May","0",1758,"S","0",10,9.51
"1417","0",20,"4","PUBLIC",12,5,377,"0","EXISTING","May","0",1610,"S-M","1",10,10
"1418","1",9,"10","PUBLIC",6,8,300,"0","EXISTING","May","0",825,"S","0",9,9.4
"1419","1",7,"10","PUBLIC",8,8,250,"0","EXISTING","May","0",807,"S","0",9,9.15
"1420","0",6,"10","PUBLIC",8,8,700,"0","EXISTING","May","0",341,"M-L","0",9.66,9.58
"1421","0",5,"10","CHD",13,12,340,"0","NEW","May","0",352,"S-M","0",10,9.77
"1422","0",18,"10","PUBLIC",8,8,897,"0","EXISTING","May","1",933,"L","1",10,10
"1423","0",15,"10","PUBLIC",8,8,230,"0","EXISTING","May","1",1569,"S","1",10,9
"1424","0",33,"10","PUBLIC",9,9,830,"0","EXISTING","May","1",1165,"L","1",9,10
"1425","0",21,"10","PUBLIC",10,8,347,"0","EXISTING","May","1",1444,"S-M","1",10,10
"1426","0",26,"10","PUBLIC",9,9,164,"0","EXISTING","May","0",1825,"S","1",10,10
"1428","0",50,"10","PUBLIC",8,8,1174,"0","EXISTING","May","1",1616,"L","1",8.98,9
"1429","0",7,"10","PUBLIC",8,8,600,"0","NEW","May","0",559,"M-L","0",10,9.677
"1430","1",14,"7","PUBLIC",1,7.97,627.44,"0","NEW","May","0",800.32,"","0",10,9.37
"1432","0",18,"10","PUBLIC",8,8,575,"0","EXISTING","May","1",1037,"S-M","1",10,10
"1433","0",24,"5","PUBLIC",8,8,840,"0","EXISTING","May","1",803,"L","1",10,9.87
"1434","0",88,"5","PUBLIC",8,8,530,"1","EXISTING","May","1",1862,"S-M","1",8,7
"1435","0",13,"10","PUBLIC",8,8,600,"0","EXISTING","May","0",721,"M-L","1",10,9.445
"1436","0",31,"10","PUBLIC",8,8,661,"0","EXISTING","May","1",1392,"M-L","1",10,10
"1438","0",16,"10","PUBLIC",8,8,336,"0","NEW","May","1",996,"S","0",9.95,9.712
"1439","1",14,"10","Catholic",13,8,399,"0","EXISTING","May","0",967,"S-M","0",10,9.57
"1440","0",115,"10","PUBLIC",8,8,1110,"0","EXISTING","May","1",1700,"L","1",8.91,10
"1441","0",19,"10","PUBLIC",12,8,917,"0","NEW","May","1",618,"L","1",8,9.45
"1442","1",2,"10","PUBLIC",8,8,125,"0","EXISTING","May","0",872,"S","0",9.54,8.92
"1443","0",3,"8","PUBLIC",11,12,2000,"0","NEW","May","0",6,"L","0",9.37,9.26
"1444","1",34,"10","PUBLIC",6,8,550,"0","EXISTING","May","0",1358,"S-M","0",10,9.9
"1445","1",12,"1","CHD",13,12,230,"0","NEW","May","0",1125,"S","1",10,9.2
"1446","0",48,"10","PUBLIC",9,8,590,"0","EXISTING","May","1",1816,"M-L","1",9,9
"1449","1",39,"10","PUBLIC",8,8,184,"0","EXISTING","May","1",1895,"S","0",9,9
"1450","0",14,"10","PUBLIC",9,12,611,"0","EXISTING","May","1",1167,"M-L","1",9.92,10
"1451","0",16,"10","PUBLIC",8,8,151,"0","EXISTING","May","1",1686,"S","1",10,8
"1453","0",16,"10","PUBLIC",9,8,266,"0","EXISTING","May","1",1655,"S","1",10,10
"1455","1",23,"10","PUBLIC",13,8,520,"0","EXISTING","May","0",1294,"S-M","0",9.85,9.8575
"1456","0",12,"10","PUBLIC",2,8,470,"0","EXISTING","May","0",724,"S-M","0",9,9.27
"1457","1",20,"10","PUBLIC",12,12,292,"0","EXISTING","May","0",1639,"S","0",10,9.3
"1458","1",11,"10","PUBLIC",13,8,248,"0","EXISTING","May","0",1369,"S","0",9,9.3
"1459","0",13,"10","PUBLIC",9,8,360,"0","EXISTING","May","1",990,"S-M","1",10,9
"1460","0",25,"10","PUBLIC",8,8,509,"0","EXISTING","May","1",1400,"S-M","1",9,9.41
"1461","0",15,"10","PUBLIC",8,8,550,"0","NEW","May","1",776,"S-M","1",9.97,9.6
"1463","0",24,"10","PUBLIC",9,12,900,"0","NEW","May","0",773,"L","1",10,9.52
"1464","0",14,"10","PUBLIC",8,8,1000,"0","NEW","May","0",530,"L","1",10,9.16
"1465","0",8,"10","CHD",13,11,211,"0","NEW","May","0",1477,"S","0",8,8.11
"1466","1",2,"4","CHD",12,8,170,"1","NEW","May","0",889,"S","1",10,8.83
"1467","0",25,"10","PUBLIC",13,8,582,"0","EXISTING","May","1",1149,"M-L","1",9,9.17
"1469","0",12,"10","PUBLIC",9,8,1310,"0","EXISTING","May","0",279,"L","1",10,8
"1470","0",8,"5","PUBLIC",12,8,1111,"0","EXISTING","May","1",153,"L","1",9.79,9.28
"1471","0",13,"10","PUBLIC",8,8,594,"0","NEW","May","1",594,"M-L","0",9.9,9.58
"1473","0",4,"10","Catholic",12,8,200,"0","NEW","May","0",690,"S","0",9,7.73
"1474","0",2,"10","PUBLIC",13,12,530,"0","NEW","May","0",311,"S-M","0",9.83,9.63
"1475","0",2,"8","PUBLIC",11,12,851,"0","NEW","May","0",116,"L","0",10,9.39
"1476","1",3,"7","PUBLIC",1,7.88,612.64,"0","EXISTING","May","0",569.69,"","1",10,10
"1478","0",6,"10","PUBLIC",13,12,490,"0","NEW","May","1",628,"S-M","1",10,9.6
"1480","0",10,"5","PUBLIC",8,8,541,"0","EXISTING","May","1",716,"S-M","0",10,9.34
"1481","0",8,"10","PUBLIC",12,8,897,"0","NEW","May","0",252,"L","0",9,9.25
"1483","0",5,"4","CHD",13,6,480.186666666667,"0","EXISTING","May","1",1010.91333333333,"","1",10,10
"1484","0",7,"10","PUBLIC",8,8,750,"0","EXISTING","May","0",419,"M-L","1",9,10
"1485","0",8,"5","PUBLIC",6,8,518,"0","EXISTING","May","0",911,"S-M","1",9.9,9.75
"1486","0",0,"5","CHD",13,8,402,"0","EXISTING","May","1",1486,"S-M","1",9.07,8.5
"1488","0",5,"4","PUBLIC",12,6,398,"1","EXISTING","June","1",997,"S-M","0",10,8
"1489","0",4,"4","PUBLIC",12,6,632,"1","EXISTING","June","1",464,"M-L","0",9.88,9.39
"1491","0",25,"10","PUBLIC",8,8,898,"0","EXISTING","June","1",798,"L","1",10,9.69
"1492","0",17,"10","PUBLIC",7,8,319,"0","EXISTING","June","1",1453,"S","1",10,10
"1493","0",37,"5","PUBLIC",7,8,486,"0","EXISTING","June","1",1725,"S-M","1",8,9
"1494","0",4,"10","PUBLIC",9,8,596,"0","NEW","June","0",167,"M-L","0",10,9.3
"1495","0",6,"10","PUBLIC",8,8,928,"0","EXISTING","June","0",134,"L","1",10,10
"1497","0",17,"5","PUBLIC",8,8,800,"0","EXISTING","June","1",890,"M-L","1",10,8
"1499","0",3,"10","PUBLIC",8,8,500,"0","EXISTING","June","0",90,"S-M","1",10,9.52
"1500","0",33,"10","PUBLIC",8,8,791,"0","NEW","June","1",1026,"M-L","1",8,9.62
"1501","0",62,"5","PUBLIC",8,8,500,"0","NEW","June","1",1787,"S-M","1",8,8.13
"1502","0",0,"1","PUBLIC",13,8,376,"0","NEW","June","1",1039,"S-M","0",9,8.32
"1503","1",38,"5","Catholic",12,8,548,"0","EXISTING","June","0",1408,"S-M","0",10,9.78
"1504","0",7,"5","PUBLIC",8,8,530,"0","NEW","June","0",623,"S-M","1",10,10
"1505","0",27,"10","PUBLIC",8,8,600,"0","EXISTING","June","1",1245,"M-L","1",10,9.65
"1507","0",20,"10","PUBLIC",8,8,463,"0","EXISTING","June","1",1121,"S-M","1",9,10
"1508","0",4,"8","PUBLIC",11,12,256,"0","NEW","June","0",711,"S","0",10,9.38
"1509","1",22,"5","Catholic",12,8,780,"0","EXISTING","June","0",906,"M-L","0",10,9.77
"1510","1",10,"11","PUBLIC",8,8,159,"0","EXISTING","June","0",1602,"S","1",10,10
"1511","0",8,"10","PUBLIC",8,8,525,"0","NEW","June","0",506,"S-M","0",10,9.74
"1512","0",10,"5","PUBLIC",8,8,819,"0","NEW","June","1",556,"L","1",10,9.57
"1513","0",3,"7","PUBLIC",12,12,350,"0","NEW","June","0",173,"S-M","0",10,9.2
"1514","0",4,"1","PUBLIC",6,8,505,"0","NEW","June","0",147,"S-M","0",9.89,9.5
"1515","1",12,"10","PUBLIC",8,8,510,"0","EXISTING","June","0",715,"S-M","1",10,10
"1517","0",5,"5","PUBLIC",12,8,457,"0","NEW","June","0",246,"S-M","0",10,9.16
"1518","0",6,"6","PUBLIC",9,8,772,"0","NEW","June","0",376,"M-L","0",10,9.41
"1519","0",8,"6","PUBLIC",13,8,550,"0","NEW","June","0",348,"S-M","0",10,9.42
"1520","0",5,"10","PUBLIC",8,9,540,"0","NEW","June","1",613,"S-M","1",7.89,8.35
"1521","1",33,"10","PUBLIC",8,8,365,"0","EXISTING","June","0",1651,"S-M","0",8,9.3
"1522","0",2,"5","Catholic",12,8,301,"0","EXISTING","June","1",109,"S","0",10,9.57
"1525","0",11,"7","Private non-Christian",8,12,999,"0","EXISTING","June","0",305,"L","1",10,9.33
"1526","0",3,"10","PUBLIC",8,8,164,"0","EXISTING","June","1",1177,"S","1",10,10
"1528","1",29,"10","PUBLIC",9,12,142,"0","EXISTING","June","0",1852,"S","0",8,10
"1529","0",7,"5","Private non-Christian",12,8,238,"0","EXISTING","June","1",1297,"S","1",10,9
"1530","1",11,"10","PUBLIC",7,8,200,"0","NEW","June","0",1365,"S","0",10,10
"1531","0",32,"10","PUBLIC",7,8,337,"0","NEW","June","1",1853,"S","1",10,9.14
"1532","1",12,"10","PUBLIC",8,8,804,"0","EXISTING","June","0",539,"M-L","0",9,10
"1533","0",19,"2","PUBLIC",12,12,920,"0","NEW","June","0",676,"L","0",9,9.19
"1534","0",16,"10","PUBLIC",7,8,290,"0","EXISTING","June","0",1194,"S","0",9,9.47
"1535","0",1,"1","PUBLIC",13,8,1528,"0","NEW","June","1",1022,"L","1",10,8.6
"1536","0",2,"4","Private non-Christian",13,8,340,"0","EXISTING","June","1",563,"S-M","1",10,10
"1537","1",3,"6","PUBLIC",8,8,652,"0","NEW","June","0",138,"M-L","0",10,9.4
"1538","0",4,"5","PUBLIC",9,8,395,"0","NEW","June","0",366,"S-M","0",10,9.45
"1539","0",12,"5","PUBLIC",9,8,786,"0","NEW","June","1",493,"M-L","1",10,9.06
"1540","0",2,"7","PUBLIC",8,8,1152,"0","EXISTING","June","0",31,"L","0",8,9
"1541","0",12,"7","PUBLIC",7,8,1387,"0","NEW","June","1",304,"L","0",9,8.32
"1543","0",2,"7","PUBLIC",13,12,600,"0","EXISTING","June","0",110,"M-L","0",8.97,9.19
"1544","0",18,"10","PUBLIC",8,8,583,"0","NEW","June","1",808,"M-L","1",10,9.46
"1545","0",25,"10","PUBLIC",13,8,467,"0","NEW","June","1",1287,"S-M","1",10,9.62
"1546","0",5,"10","PUBLIC",8,8,850,"0","NEW","June","0",303,"L","0",8,8.48
"1547","0",1,"10","PUBLIC",13,8,510,"0","NEW","June","0",563,"S-M","0",5,8.12
"1548","0",21,"2","PUBLIC",8,8,292,"0","NEW","June","0",1674,"S","0",9,9
"1549","0",46,"2","PUBLIC",12,8,525,"0","NEW","June","0",1754,"S-M","0",6,8.33
"1550","0",18,"10","PUBLIC",6,8,405,"0","EXISTING","June","0",1482,"S-M","0",10,9.31
"1551","0",23,"10","PUBLIC",8,8,1486,"0","NEW","June","1",770,"L","1",9,9.08
"1552","1",44,"10","PUBLIC",12,12,1201,"0","EXISTING","June","1",928,"L","0",8.77,8.61
"1553","1",18,"4","PUBLIC",12,6,402,"0","EXISTING","June","0",1626,"S-M","0",9.39,9.45
"1554","0",58,"10","PUBLIC",8,8,818,"0","EXISTING","June","0",1382,"L","1",8.34,8
"1555","0",0,"5","Private non-Christian",13,8,320,"1","EXISTING","June","1",1672,"S","1",9,8
"1556","0",48,"5","CHD",13,8,720,"1","EXISTING","June","0",1595,"M-L","1",10,9
"1558","0",28,"4","PUBLIC",12,6,476,"1","EXISTING","June","1",1586,"S-M","1",9.64,10
"1559","0",0,"4","Private non-Christian",13,5,150,"0","NEW","June","1",1603,"S","0",2,7.68
"1560","0",31,"4","PUBLIC",12,6,690,"0","EXISTING","June","1",1522,"M-L","1",8.81,9.15
"1561","0",71,"5","PUBLIC",8,8,444,"0","NEW","June","0",1879,"S-M","1",8,8.28333333333333
"1562","0",10,"5","PUBLIC",12,8,700,"0","EXISTING","June","1",989,"M-L","0",10,8.9
"1563","0",19,"10","PUBLIC",7,8,900,"0","EXISTING","June","1",707,"L","1",10,9
"1564","0",20,"10","PUBLIC",9,8,501,"0","NEW","June","0",979,"S-M","0",10,9.81
"1565","0",9,"2","PUBLIC",8,8,858,"0","NEW","June","0",456,"L","0",9,8.88
"1566","0",10,"5","PUBLIC",8,8,919,"0","EXISTING","June","1",274,"L","0",10,8.84
"1567","0",38,"5","PUBLIC",8,8,881,"0","EXISTING","June","1",1164,"L","1",7,8
"1568","0",10,"10","PUBLIC",8,8,502,"0","EXISTING","June","1",898,"S-M","1",10,9.39
"1570","0",11,"10","PUBLIC",7,8,424,"0","EXISTING","June","1",1126,"S-M","1",10,10
"1571","0",12,"10","PUBLIC",7,8,608,"0","EXISTING","June","1",478,"M-L","1",10,9.31
"1572","1",10,"10","PUBLIC",8,8,185,"0","NEW","June","0",1458,"S","0",10,9.75
"1573","1",38,"10","PUBLIC",9,8,931,"0","EXISTING","June","0",1052,"L","1",10,9.22
"1574","0",8,"4","PUBLIC",13,6,496,"0","EXISTING","June","1",575,"S-M","0",10,8
"1575","0",0,"10","PUBLIC",13,12,530,"0","EXISTING","June","0",970,"S-M","0",10,10
"1576","0",1,"10","PUBLIC",8,8,809,"0","NEW","June","0",95,"M-L","0",9.85,9.05
"1578","0",17,"4","PUBLIC",6,6,400,"0","EXISTING","June","0",1068,"S-M","0",9.6,9.23
"1579","1",20,"10","PUBLIC",9,12,453,"0","NEW","June","0",1579,"S-M","0",8.89,8.78
"1581","0",1,"4","PUBLIC",13,5,900,"1","NEW","June","0",1108,"L","0",10,8.77
"1582","0",25,"4","PUBLIC",12,5,615,"1","EXISTING","June","1",1103,"M-L","1",8,9.12
"1584","0",22,"4","PUBLIC",12,5,615,"1","EXISTING","June","1",1036,"M-L","1",8,9.09
"1586","0",16,"10","PUBLIC",8,8,419,"0","EXISTING","June","0",1069,"S-M","1",10,10
"1587","0",36,"10","PUBLIC",8,8,667,"0","EXISTING","June","1",1447,"M-L","1",10,10
"1589","0",19,"10","PUBLIC",9,8,441,"0","NEW","June","0",1154,"S-M","1",10,9.46
"1590","0",0,"7","CHD",1,8.08,627.9,"0","EXISTING","June","0",1126.01,"","1",9.17,8.54
"1591","0",0,"7","CHD",1,8.1,627.14,"0","EXISTING","June","0",1135.47,"","1",9.18,8.55
"1592","0",5,"1","PUBLIC",8,8,747,"0","NEW","June","0",149,"M-L","1",9.73,8.9
"1594","0",57,"10","PUBLIC",9,8,570,"0","NEW","June","1",1664,"S-M","1",8.97,8.67
"1595","0",27,"10","PUBLIC",9,8,633,"0","NEW","June","1",1321,"M-L","1",10,9.33
"1597","0",40,"10","PUBLIC",9,12,600,"0","NEW","June","1",1457,"M-L","0",10,9.18
"1598","0",10,"10","PUBLIC",9,12,360,"0","NEW","June","1",896,"S-M","1",8.12,7.9
"1599","0",17,"5","PUBLIC",12,8,275,"0","EXISTING","June","1",1728,"S","1",10,9.525
"1600","1",4,"10","PUBLIC",8,8,70,"0","NEW","June","0",1815,"S","0",9.45,9.27
"1601","0",6,"6","PUBLIC",12,12,565,"0","NEW","June","0",425,"S-M","0",9,9.05
"1602","0",2,"6","PUBLIC",12,8,600,"0","EXISTING","June","0",442,"M-L","1",10,9.02
"1603","0",15,"4","PUBLIC",12,5,449,"1","EXISTING","June","1",1386,"S-M","1",9.78,9.75
"1604","0",13,"1","PUBLIC",9,12,530,"0","EXISTING","June","0",655,"S-M","1",9.67,9.36
"1605","0",38,"4","PUBLIC",12,6,658.94,"0","NEW","June","0",1421.06,"","0",7.62,8.63
"1606","0",19,"5","PUBLIC",8,8,275,"0","EXISTING","June","1",1393,"S","1",10,9.79
"1609","1",15,"4","PUBLIC",12,6,626,"0","EXISTING","June","0",789,"M-L","0",9,9.29
"1610","0",6,"2","Catholic",13,8,205,"0","NEW","June","1",939,"S","0",10,8.87
"1611","0",5,"5","PUBLIC",8,8,755,"0","EXISTING","June","1",350,"M-L","1",10,2
"1613","0",20,"10","PUBLIC",9,8,741,"0","NEW","June","0",684,"M-L","0",9.44,9.36
"1614","0",21,"10","Catholic",13,8,356,"0","EXISTING","June","0",1277,"S-M","1",10,10
"1615","1",10,"10","PUBLIC",9,8,457,"0","EXISTING","June","0",858,"S-M","0",9.85,9.7
"1616","1",18,"5","Catholic",12,8,270,"0","NEW","June","0",1439,"S","0",9,9.37
"1617","0",8,"10","PUBLIC",8,8,1587,"0","EXISTING","June","1",401,"L","1",10,10
"1618","1",9,"10","CHD",13,8,252,"1","NEW","June","0",996,"S","0",9,8.815
"1619","0",9,"10","PUBLIC",8,8,1300,"0","NEW","June","0",370,"L","1",8.27,7.33
"1620","1",8,"5","PUBLIC",12,8,480,"0","EXISTING","June","0",1093,"S-M","0",8,8.48
"1621","0",4,"5","PUBLIC",8,8,1100,"0","EXISTING","June","1",158,"L","1",7,10
"1622","0",9,"10","CHD",13,8,201,"1","EXISTING","June","1",1842,"S","1",10,9.18
"1623","0",32,"10","PUBLIC",8,8,1017,"0","EXISTING","June","0",982,"L","1",10,9.69
"1624","0",2,"6","PUBLIC",8,8,1166,"0","NEW","June","0",91,"L","0",9.21,8.27
"1625","0",7,"8","Private non-Christian",9,12,530,"0","EXISTING","June","0",413,"S-M","0",10,8.89
"1626","0",10,"5","PUBLIC",8,8,1336,"0","EXISTING","June","0",230,"L","1",10,10
"1627","0",12,"10","PUBLIC",8,8,1100,"0","EXISTING","June","1",372,"L","1",10,8
"1629","0",19,"10","PUBLIC",7,8,450,"0","EXISTING","June","0",1293,"S-M","1",10,9.86
"1630","0",12,"10","PUBLIC",8,8,525,"0","EXISTING","June","1",660,"S-M","1",10,9.58333333333333
"1632","0",5,"10","PUBLIC",8,12,350,"0","NEW","June","1",416,"S-M","0",10,10
"1635","0",35,"10","PUBLIC",8,8,418,"0","EXISTING","June","1",1840,"S-M","1",10,10
"1636","0",5,"10","PUBLIC",8,8,125,"0","EXISTING","June","1",1301,"S","1",10,10
"1637","0",10,"10","PUBLIC",8,8,225,"0","NEW","June","0",1084,"S","0",10,9.6
"1641","0",29,"10","PUBLIC",9,9,1400,"0","EXISTING","June","1",1132,"L","1",8.74,8
"1642","0",3,"5","PUBLIC",8,8,583,"0","EXISTING","June","1",220,"M-L","0",10,10
"1643","0",4,"6","PUBLIC",8,8,1298,"0","NEW","June","0",94,"L","0",8.18,7.29
"1644","0",52,"5","PUBLIC",9,8,706,"0","EXISTING","June","1",1508,"M-L","1",9.16,9
"1648","0",11,"10","PUBLIC",8,8,1203,"0","NEW","June","1",242,"L","1",10,9.34
"1649","0",41,"5","PUBLIC",8,8,1360,"0","EXISTING","June","1",865,"L","1",10,9.72
"1650","0",19,"4","PUBLIC",13,5,704,"0","EXISTING","June","1",851,"M-L","1",10,9
"1651","0",19,"5","PUBLIC",9,8,706,"0","EXISTING","June","1",940,"M-L","1",10,9.84
"1652","0",15,"5","PUBLIC",8,8,325,"0","EXISTING","June","1",1229,"S","0",10,10
"1653","0",5,"8","PUBLIC",3,12,2441,"0","NEW","June","0",26,"L","0",9.58,9.19
"1654","1",19,"10","PUBLIC",8,8,335,"0","EXISTING","June","0",1299,"S","0",9.31,10
"1655","1",13,"10","PUBLIC",8,8,1097,"0","EXISTING","June","0",487,"L","0",10,10
"1657","0",42,"5","PUBLIC",9,8,1500,"0","EXISTING","June","1",1141,"L","1",10,10
"1658","0",26,"10","PUBLIC",8,8,400,"0","EXISTING","June","1",1448,"S-M","1",9.89,9.8
"1661","0",7,"5","PUBLIC",8,8,967,"0","EXISTING","June","1",908,"L","1",9.41,9.47
"1662","0",7,"5","Catholic",13,8,645,"0","EXISTING","June","1",1384,"M-L","1",9.49,9
"1663","0",20,"10","CHD",13,8,200,"0","EXISTING","June","0",1695,"S","0",9.43,9.42
"1664","0",24,"5","Private non-Christian",12,12,3700,"0","EXISTING","June","1",166,"L","1",10,8
"1665","0",34,"5","Private non-Christian",12,8,350,"1","EXISTING","June","1",1798,"S-M","1",9.42,9.55
"1666","1",6,"5","PUBLIC",8,8,1068,"1","EXISTING","June","1",222,"L","1",9.4,9.33
"1667","0",26,"10","PUBLIC",8,8,255,"0","EXISTING","June","1",1761,"S","1",10,10
"1670","0",8,"10","PUBLIC",8,8,629,"0","EXISTING","June","1",1540,"M-L","0",10,9.2
"1671","1",29,"10","PUBLIC",8,8,704,"0","EXISTING","June","0",986,"M-L","0",10,9.59
"1672","1",23,"10","PUBLIC",8,8,450,"0","EXISTING","June","0",1264,"S-M","0",10,9.86
"1673","0",7,"5","PUBLIC",9,8,800,"0","EXISTING","June","1",255,"M-L","1",10,10
"1674","0",7,"10","PUBLIC",8,8,386,"0","EXISTING","June","1",500,"S-M","1",10,9.70333333333333
"1675","0",6,"10","PUBLIC",8,8,650,"0","NEW","June","0",411,"M-L","1",9.89,9.31
"1676","0",9,"10","PUBLIC",9,12,500,"0","EXISTING","June","0",807,"S-M","1",8,9.22
"1677","0",25,"10","PUBLIC",8,8,550,"0","EXISTING","June","0",1075,"S-M","1",10,10
"1679","1",37,"10","PUBLIC",8,8,255,"0","EXISTING","June","0",1796,"S","0",10,9.81
"1680","0",2,"4","PUBLIC",12,5,380,"0","EXISTING","June","1",447,"S-M","0",10,9
"1681","0",5,"10","PUBLIC",7,8,423,"0","EXISTING","June","1",267,"S-M","1",10,8.97
"1682","0",11,"1","PUBLIC",9,12,353,"0","EXISTING","June","0",1160,"S-M","0",10,9.22
"1684","1",25,"10","PUBLIC",12,8,715,"0","EXISTING","June","0",1021,"M-L","0",10,10
"1685","0",0,"5","PUBLIC",12,8,507,"0","EXISTING","June","1",894,"S-M","1",10,9.18
"1687","0",7,"10","PUBLIC",8,12,200,"0","EXISTING","June","1",1478,"S","0",10,9.47
"1688","1",6,"10","PUBLIC",8,8,881,"0","EXISTING","June","0",187,"L","1",10,9
"1689","1",20,"10","PUBLIC",9,8,347,"0","EXISTING","June","1",1244,"S-M","1",9,7
"1690","0",5,"10","PUBLIC",9,8,841,"0","NEW","June","1",373,"L","0",8,8.08
"1691","0",9,"6","PUBLIC",9,8,1038,"0","NEW","June","1",285,"L","1",10,9
"1692","0",33,"5","PUBLIC",9,8,680,"0","EXISTING","June","1",1190,"M-L","1",9.82,10
"1695","0",36,"4","PUBLIC",8,6,549,"0","EXISTING","June","1",1383,"S-M","1",10,10
"1696","0",6,"10","PUBLIC",9,8,956,"0","EXISTING","June","0",286,"L","0",8,9
"1698","0",5,"10","PUBLIC",6,8,490,"0","NEW","June","1",399,"S-M","1",10,9.59
"1699","1",29,"4","PUBLIC",13,1,199,"0","EXISTING","June","0",1802,"S","0",7,9.17
"1700","0",6,"7","PUBLIC",9,8,400,"0","EXISTING","June","0",589,"S-M","1",10,9.68
"1701","0",10,"10","PUBLIC",8,8,1236,"0","EXISTING","June","0",232,"L","1",10,10
"1702","1",19,"8","PUBLIC",11,12,558,"0","EXISTING","June","0",1059,"S-M","0",10,9.66
"1703","0",9,"10","PUBLIC",8,8,866,"0","EXISTING","June","1",225,"L","1",9.02,10
"1704","1",37,"10","PUBLIC",8,8,200,"0","EXISTING","June","0",1849,"S","0",8,9.31
"1707","0",11,"7","PUBLIC",9,8,579,"0","EXISTING","June","0",643,"M-L","0",10,9.39
"1708","0",13,"10","PUBLIC",8,8,200,"0","EXISTING","June","0",1828,"S","1",10,10
"1709","0",4,"4","PUBLIC",13,8,290,"0","NEW","June","0",893,"S","0",10,9.33
"1710","0",6,"10","PUBLIC",8,8,530,"0","EXISTING","June","0",311,"S-M","1",9.86,10
"1713","0",4,"3","PUBLIC",1,7.93,577.03,"0","NEW","June","0",531.52,"","0",10,9.11
"1714","0",8,"10","PUBLIC",12,8,235,"0","NEW","June","0",1652,"S","0",8,8.7
"1716","0",13,"7","PUBLIC",8,8,250,"0","NEW","June","0",1163,"S","0",8.74,8.5
"1717","0",43,"5","PUBLIC",8,8,873,"0","EXISTING","June","1",1262,"L","1",6,6
"1718","0",12,"8","PUBLIC",11,12,1785,"0","NEW","June","0",201,"L","0",8.18,8.35
"1720","0",15,"8","PUBLIC",11,12,538,"0","NEW","June","0",1286,"S-M","1",9.41,9.4
"1721","0",44,"5","PUBLIC",7,8,700,"0","EXISTING","June","1",1424,"M-L","1",8,9.13
"1723","0",44,"5","PUBLIC",8,8,591,"0","EXISTING","June","1",1727,"M-L","1",10,10
"1724","0",8,"6","PUBLIC",9,12,507,"0","NEW","June","0",477,"S-M","0",10,9.28
"1725","0",6,"6","PUBLIC",11,12,900,"0","NEW","June","0",181,"L","0",9.62,9.43
"1726","0",6,"10","PUBLIC",12,8,299,"0","EXISTING","June","1",933,"S","1",10,10
"1727","1",21,"10","PUBLIC",9,8,525,"0","EXISTING","June","0",1102,"S-M","0",9,8
"1728","0",3,"5","PUBLIC",8,12,870,"0","EXISTING","June","1",150,"L","1",10,10
"1729","0",7,"5","PUBLIC",9,8,824,"0","EXISTING","June","1",349,"L","1",10,9
